English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example,English source URL,Vietnamese source URL
electrohydraulic lithotripsy,tán sỏi bằng phương pháp thủy điện,n, Electrohydraulic lithotripsy uses shock waves generated by an underwater electrical discharge to fragment kidney stones. , Tán sỏi bằng phương pháp thủy điện sử dụng sóng xung kích được tạo ra bởi sự phóng điện dưới nước để phá vỡ sỏi thận.,"Electrohydraulic lithotripsy - Wikipedia , the Form of lithotripsy Electrohydraulic Lithotripsy is a medical procedure which uses targeted shockwaves to break up kidney stones and gallstones .",UNOBSERVED,https://en.wikipedia.org/wiki/Electrohydraulic_lithotripsy,
numbness,tê dại,n,  Persistent numbness in the hands and feet can be a symptom of peripheral neuropathy.  ,  Tê dại dai dẳng ở tay và chân có thể là triệu chứng của bệnh thần kinh ngoại biên.,"Levin , MD, College of Medicine, University of Saskatchewan Reviewed/Revised Modified Aug 2025 v27275132 View Patient Education Pathophysiology | Etiology | Evaluation | Treatment | Key Points | Multimedia | ""Numbness"" can be used by patients to describe various symptoms, including loss of sensation, abnormal sensations, weakness, or paralysis.",Chân tay tê dại - Chẩn đoán bệnh Đông y Facebook Youtube Chữa bệnh Bệnh lão khoa Bệnh nhi khoa Bệnh xương khớp Bệnh tim mạch Bệnh Nội tiết Bệnh hô hấp Bệnh tiêu hóa Bệnh thần kinh Bệnh Cấp cứu Thận – tiết niệu Bệnh truyền nhiễm Bệnh ngoại khoa Ngộ độc Bệnh tự miễn Bệnh mắt Bệnh răng hàm mặt Bệnh tai mũi họng Bệnh tâm lý Bệnh da liễu Bệnh máu Bệnh ung thư Bệnh Chuyển hóa Bệnh tiểu đường Phác đồ điều trị Sổ tay nội khoa Cận lâm sàng Thuốc Tác dụng thuốc Sử dụng thuốc Thuốc Tân dược Đông y Bệnh chứng Đông y Đông y chữa bệnh Triệu chứng Đông y Bài thuốc Đông Y Bài thuốc Nam Vị thuốc Đông y Hoa quả chữa bệnh Cây thuốc Nam Châm cứu Huyệt vị Lý luận Đông y Sức khỏe Sức khỏe gia đình Triệu chứng bệnh Chăm sóc bệnh nhân Chăm sóc bé Dinh dưỡng học Món ăn chữa bệnh Món ăn Sức khỏe đời sống Làm đẹp Chữa bệnh tại nhà Cận lâm sàng Chữa bệnh Bệnh lão khoa Bệnh nhi khoa Bệnh xương khớp Bệnh tim mạch Bệnh Nội tiết Bệnh hô hấp Bệnh tiêu hóa Bệnh thần kinh Bệnh Cấp cứu Thận – tiết niệu Bệnh truyền nhiễm Bệnh ngoại khoa Ngộ độc Bệnh tự miễn Bệnh mắt Bệnh răng hàm mặt Bệnh tai mũi họng Bệnh tâm lý Bệnh da liễu Bệnh máu Bệnh ung thư Bệnh Chuyển hóa Bệnh tiểu đường Phác đồ điều trị Sổ tay nội khoa Cận lâm sàng Thuốc Tác dụng thuốc Sử dụng thuốc Thuốc Tân dược Đông y Bệnh chứng Đông y Đông y chữa bệnh Triệu chứng Đông y Bài thuốc Đông Y Bài thuốc Nam Vị thuốc Đông y Hoa quả chữa bệnh Cây thuốc Nam Châm cứu Huyệt vị Lý luận Đông y Sức khỏe Sức khỏe gia đình Triệu chứng bệnh Chăm sóc bệnh nhân Chăm sóc bé Dinh dưỡng học Món ăn chữa bệnh Món ăn Sức khỏe đời sống Làm đẹp Chữa bệnh tại nhà Cận lâm sàng Trang chủ Chứng trạng Đông y Chân tay tê dại - Chẩn đoán bệnh...,https://www.merckmanuals.com/professional/neurologic-disorders/symptoms-of-neurologic-disorders/numbness,https://thuocchuabenh.vn/chung-trang-dong-y/chan-tay-te-dai-tu-chi-te-dai-chan-doan-benh-dong-y.html
endocrine,nội tiết,a, The thyroid is an endocrine gland that produces hormones to regulate metabolism. , Tuyến giáp là một tuyến nội tiết sản xuất hormone để điều hòa quá trình trao đổi chất.,"They can diagnose endocrine conditions, develop treatment and management plans, and prescribe medication.",Nội tiết là một chuyên khoa lâm sàng trong bệnh viện liên quan đến các tuyến và hormone.,https://my.clevelandclinic.org/health/body/21201-endocrine-system,https://tamanhhospital.vn/noi-tiet-la-gi/
oxyachrestia,thiếu glucose của nơron,n,"  Severe hypoglycemia can lead to oxyachrestia, impairing neuronal function due to glucose deprivation.  ","  Hạ đường huyết nặng có thể dẫn đến thiếu glucose của nơron (oxyachrestia), làm suy giảm chức năng thần kinh do thiếu hụt glucose.",The disturbance of the cardiac system may be caused by ischemia or oxyachrestia.,UNOBSERVED,https://hijamacups.com/hopeless-diseases-and-cupping-operation/,
gigantism,khổng lồ,n,  Gigantism is caused by an excess of growth hormone before the fusion of the long bone epiphyses.  ,  Bệnh khổng lồ là do dư thừa hormone tăng trưởng trước khi các đầu xương dài hợp nhất.,"Gigantism: What It Is, Causes, Symptoms & Treatment Home / Health Library / Diseases & Conditions / Gigantism Advertisement Advertisement Gigantism Gigantism is a very rare condition that happens when a child or adolescent has high levels of growth hormone in their body, which causes them to grow very tall.","Bệnh khổng lồ: Nguyên nhân, dấu hiệu và cách điều trị Bệnh khổng lồ: Nguyên nhân, dấu hiệu và cách điều trị Tác giả: Bác sĩ Nguyễn Vũ Nhật Phong Chuyên khoa: Nội tiết Ngày Đăng: 14/09/2022 – Cập nhật lần cuối: 21/11/2025 Nội dung bài viết Toggle Bệnh khổng lồ là một bệnh lý hiếm gặp, xảy ra khi trẻ nhỏ hay trẻ vị thành niên có nồng độ hormone tăng trưởng tăng cao lưu hành trong máu.",https://my.clevelandclinic.org/health/diseases/22954-gigantism,https://youmed.vn/tin-tuc/benh-khong-lo/
choriocarcinoma,chorioepithelioma,n, Choriocarcinoma can also occur in the testis or ovary. ,Chorioepithelioma cũng có thể xảy ra ở tinh hoàn hoặc buồng trứng.,"Choriocarcinoma: Causes, Symptoms, Treatment & Prevention Home / Health Library / Diseases & Conditions / Choriocarcinoma Advertisement Advertisement Choriocarcinoma Choriocarcinoma is a rare cancer that starts in your uterus.",UNOBSERVED,https://my.clevelandclinic.org/health/diseases/24863-choriocarcinoma,
sialograph,chụp ống nước bọt,m, Modern digital sialograph techniques offer improved image quality and lower radiation exposure compared to traditional film-based methods for evaluating salivary gland pathology. , Các kỹ thuật chụp ống nước bọt kỹ thuật số hiện đại mang lại chất lượng hình ảnh cải thiện và phơi nhiễm bức xạ thấp hơn so với các phương pháp dựa trên phim truyền thống để đánh giá bệnh lý tuyến nước bọt.,Sialography is helpful in the diagnosis and staging of autoimmune disorders.,UNOBSERVED,https://www.sciencedirect.com/topics/medicine-and-dentistry/sialography,
myeloablative,ức chế hoạt động tủy xương trầm trọng,a, A myeloablative conditioning regimen is used to destroy the patient's bone marrow before a hematopoietic stem cell transplant. ,Một phác đồ điều kiện ức chế hoạt động tủy xương trầm trọng được sử dụng để phá hủy tủy xương của bệnh nhân trước khi cấy ghép tế bào gốc tạo máu.,"Reduced intensity conditioning transplant For some people, age or certain health conditions may make getting myeloablative therapy a higher risk.",UNOBSERVED,https://www.cancer.org/cancer/managing-cancer/treatment-types/stem-cell-transplant/types-of-transplants.html,
hypochloruria,giảm chlorur niệu,," In metabolic alkalosis due to vomiting, hypochloruria is a common finding as the kidneys try to conserve chloride. "," Trong nhiễm kiềm chuyển hóa do nôn mửa, giảm chlorur niệu là một phát hiện phổ biến khi thận cố gắng bảo tồn clorua.","Hypochloruria, as a rule, accompanies hypochloremia in diarrhea and vomiting of various etiologies, in febrile diseases.",UNOBSERVED,https://iliveok.com/health/causes-increased-and-decreased-chlorine-urine_84750i15977.html,
vesalian,Vésale,a," Andreas Vesalius, a pivotal figure in the history of medicine, revolutionized the study of anatomy with his detailed observations and illustrations, and anatomical structures are sometimes named in a vesalian manner to honor him. "," Andreas Vesalius, một nhân vật quan trọng trong lịch sử y học, đã cách mạng hóa việc nghiên cứu giải phẫu học bằng những quan sát và hình minh họa chi tiết của mình, và các cấu trúc giải phẫu đôi khi được đặt tên theo kiểu Vésale để vinh danh ông.",Woodcut blocks were used for the prints of figures in the Vesalian anatomy.,"Vésale, pour sa part, innove en utilisant la dissection comme principal outil d'enseignement, réalisant le travail lui-même, tandis que ses étudiants sont regroupés autour de la table.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7966481/,https://fr.wikipedia.org/wiki/Andr%C3%A9_V%C3%A9sale
coldsore,ecpet,n," A coldsore, typically caused by herpes simplex virus type 1, is a small, painful blister on or around the lips. "," Ecpet, thường do virus herpes simplex type 1 gây ra, là một mụn nước nhỏ, đau ở trên hoặc xung quanh môi.",PENDING,PENDING,PENDING,PENDING
word deafness,điếc từ ngữ,n,"  Pure word deafness, also known as auditory verbal agnosia, is a rare neurological condition in which a person is unable to understand spoken words despite intact hearing, speech production, and ability to read and write.  ","  Điếc từ ngữ thuần túy, còn được gọi là mất nhận thức lời nói thính giác, là một tình trạng thần kinh hiếm gặp trong đó một người không thể hiểu được lời nói mặc dù thính giác, khả năng nói và khả năng đọc viết vẫn còn nguyên vẹn.","Clinical picture and morbid anatomy in a case of “pure word deafness.” Journal of Nervous & Mental Disease, 116, 818–827.",Nghĩa của từ Điếc từ ngữ - Từ điển Việt - Anh Từ ngày 06/12/2011 Tra từ sử dụng VietId đăng nhập.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11073474/,http://tratu.soha.vn/dict/vn_en/%C4%90i%E1%BA%BFc_t%E1%BB%AB_ng%E1%BB%AF
cowpox,đậu bò,n," Cowpox is a mild viral disease of cows that can be transmitted to humans, historically important for the development of the smallpox vaccine. "," Bệnh đậu bò là một bệnh do virus nhẹ ở bò có thể lây sang người, có tầm quan trọng lịch sử đối với sự phát triển của vắc-xin đậu mùa.","Cowpox - Wikipedia , the Disease of humans and animals Medical condition Cowpox is an infectious disease caused by Cowpox virus .","Trong mỗi hai năm tiếp theo, ông đều đặn công bố kết quả của các thí nghiệm tiếp theo, xác nhận lý thuyết ban đầu của ông rằng bệnh đậu bò thực sự có tác dụng bảo vệ chống lại bệnh đậu mùa.",https://en.wikipedia.org/wiki/Cowpox,https://vnvc.vn/ai-la-nguoi-tim-ra-vaccine-dau-tien/
Boas point,điểm Boas,,"  Boas point is a tender point to the left of the 12th thoracic vertebra, associated with gastric ulcer.  ","  Điểm Boas là một điểm đau ở bên trái của đốt sống ngực thứ 12, liên quan đến loét dạ dày.","Boas first described the finding of referred tenderness in gallstone disease in 1894 in the third edition of Diagnostik und Therapie der Magenkrankheiten and expanded on his initial findings in MMW, 1902 and finally outlined Boas point in 1907 in Diseases of the stomach .",UNOBSERVED,https://litfl.com/ismar-isidor-boas/,
Torre syndrome,hội chứng Torre,n," Torre syndrome, also known as Muir-Torre syndrome, is a rare autosomal dominant genodermatosis characterized by the presence of sebaceous gland neoplasms and at least one internal malignancy, often colorectal cancer. "," Hội chứng Torre, còn được gọi là hội chứng Muir-Torre, là một bệnh di truyền gen da trội hiếm gặp trên nhiễm sắc thể thường, đặc trưng bởi sự hiện diện của các khối u tuyến bã nhờn và ít nhất một khối u ác tính nội tạng, thường là ung thư đại trực tràng.","Muir-Torre Syndrome: Testing, Symptoms, Treatment Home / Health Library / Diseases & Conditions / Muir Torre Syndrome Advertisement Advertisement Muir Torre Syndrome Muir-Torre syndrome is rare genetic condition that predisposes you to developing multiple types of cancer.","4.Hội chứng Torre: xuất hiện nhiều khối u tiết bã nhờn, lành tính và ác tính, thường hay kết hợp với những ung thư tạng.",https://my.clevelandclinic.org/health/diseases/25030-muir-torre-syndrome,https://thuocchuabenh.vn/benh-mau/benh-von-willebrand-benh-gia-ua-chay-mau-benh-mach-mau-ua-chay-mau.html
ventrocystorrhaphy,khâu bàng quang thành bụng,, Ventrocystorrhaphy is the surgical procedure of suturing the urinary bladder to the anterior abdominal wall. , Khâu bàng quang thành bụng là thủ thuật phẫu thuật khâu bàng quang vào thành bụng trước.,ventrocystorrhaphy en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary ventrocystorrhaphy ventrocystorrhaphy SYN: cystopexy .,"""thủ thuật khâu bàng quang thành bụng"" tiếng anh là gì?",https://medicine.en-academic.com/49744/ventrocystorrhaphy,https://englishteststore.net/index.php?option=com_communityanswers&view=question&id=316551:thu-thuat-khau-bang-quang-thanh-bung-tieng-anh-la-gi
parasol insertion,dây rốn dính hình dù,n," A parasol insertion of the umbilical cord, where the cord inserts into the fetal membranes rather than directly into the placenta, can sometimes be associated with complications. "," Dây rốn dính hình dù, trong đó dây rốn bám vào màng thai thay vì trực tiếp vào bánh rau, đôi khi có thể liên quan đến các biến chứng.","Details Back Details Manufacturer# A14-300 The Parasol Insertion Instrument is used for insertion of Parasol® Non-Sterile Punctal Occluders, Micro Flow™ Non-Sterile Bulk Punctal Occluders, and Parasol Quickload Sterile Bulk Punctal Occluders.",UNOBSERVED,https://www.onlyoi.com/Parasol-Inserter-2Box,
lamellar,lá kính,a," Lamellar bone is the mature, strong type of bone found in the adult skeleton. "," Xương lá kính là loại xương trưởng thành, chắc khỏe được tìm thấy trong bộ xương người lớn.",Contents 1 Disease Entity 1.1 Etiology and Risk Factors 1.2 General Pathology 1.3 Pathophysiology 1.4 Primary Prevention 2 Diagnosis 2.1 2.2 Physical Examination 2.3 Signs 2.4 Symptoms 2.5 Clinical Diagnosis 2.6 Diagnostic Procedures 2.7 Laboratory test 2.8 Differential diagnosis 2.8.1 Macular pseudohole 2.8.2 Vitreomacular traction 2.8.3 Full-thickness macular hole 3 Management 3.1 General treatment 3.2 Medical therapy 3.3 Medical follow up 3.4 Surgery 3.5 Surgical follow up 3.6 Complications 3.7 Prognosis 4 References Disease Entity Lamellar macular hole is a retinal disorder that affects the macula involving a loss of tissue in the inner layers of the retina.,Nghĩa của từ lá kính trong tiếng Việt.,https://eyewiki.org/Lamellar_macular_hole,https://vtudien.com/viet-viet/dictionary/nghia-cua-tu-l%C3%A1%20k%C3%ADnh
sialadenoma,u tuyến nước bọt,n," A pleomorphic adenoma is the most common benign sialadenoma, typically presenting as a slow-growing, painless mass in the parotid gland, though it can occur in any major or minor salivary gland. "," U tuyến đa hình là u tuyến nước bọt lành tính phổ biến nhất, thường biểu hiện dưới dạng một khối u phát triển chậm, không đau ở tuyến mang tai, mặc dù nó có thể xuất hiện ở bất kỳ tuyến nước bọt chính hoặc phụ nào.","PubMed : Sialadenoma papilliferum salivary Page views in 2024: 3,503 Page views in 2025 to date: 3,830 Table of Contents Definition / general | Clinical features | Case reports | Gross description | Microscopic description | Microscopic images | Positive stains | Negative stains | Electron microscopy description | Differential diagnosis Cite this page: Handra-Luca A.","U tuyến nước bọt: Nguyên nhân, triệu chứng, chẩn đoán và điều trị | Vinmec Trang chủ Bệnh U tuyến nước bọt: Nguyên nhân, triệu chứng, chẩn đoán và điều trị U tuyến nước bọt: Nguyên nhân, triệu chứng, chẩn đoán và điều trị Tổng quan Nguyên nhân Triệu chứng Đối tượng nguy cơ Phòng ngừa Biện pháp chẩn đoán Biện pháp điều trị Tổng quan bệnh U tuyến nước bọt U tuyến nước bọt là tình trạng tăng trưởng bất thường hiếm gặp ở tuyến nước bọt.",https://www.pathologyoutlines.com/topic/salivaryglandssialadenoma.html,https://www.vinmec.com/vie/benh/u-tuyen-nuoc-bot-3311
trans face of Golgi complex,mặt trans của phực thể Golgi,n,"  Vesicles containing fully processed proteins and lipids bud off from the trans face of the Golgi complex, ready for transport to various cellular locations or for secretion via exocytosis. ","  Các túi chứa protein và lipid đã được xử lý hoàn toàn tách ra từ Mặt trans của phức thể Golgi, sẵn sàng để vận chuyển đến các vị trí khác nhau trong tế bào hoặc để tiết ra ngoài qua quá trình xuất bào.","the functions if cis face and trans face of golgi complex and its position ​ - Brainly.in Skip to main content mahalakshmi04481 20.07.2024 Biology Secondary School answer answered The functions if cis face and trans face of golgi complex and its position ​ Answer 1 person found it helpful KINGSgameing KINGSgameing Virtuoso 120 answers 16.9K people helped Answer: The Golgi complex is a critical organelle in eukaryotic cells involved in modifying, sorting, and packaging proteins and lipids.",UNOBSERVED,https://brainly.in/question/60852867,
NTS,siêu âm đo độ mờ da gáy,n,"  NTS, or nuchal translucency screening, is an ultrasound examination performed during pregnancy to assess the risk of certain chromosomal abnormalities.  ",  Siêu âm đo độ mờ da gáy (NTS) là một xét nghiệm siêu âm được thực hiện trong thai kỳ để đánh giá nguy cơ mắc một số bất thường nhiễm sắc thể.,"NTS Medical Abbreviation Meaning NTS Medical Abbreviation NTS in Medical refers to Nucleus Tractus Solitarii , a nucleus in the brainstem involved in autonomic functions and sensory processing that plays a crucial role in the integration of visceral information.",Siêu âm đo độ mờ da gáy cho kết quả có chính xác hay không phụ thuộc rất lớn vào thời gian thực hiện.,https://www.allacronyms.com/NTS/medical,https://bvhungvuong.vn/danh-cho-benh-nhan/sieu-am-do-mo-da-gay
trichophytosis,bệnh nấm trichophyton,n,"  Trichophytosis, commonly known as ringworm, is a fungal infection caused by Trichophyton species, manifesting in various clinical forms depending on the site of infection and the host's immune response. ","  Bệnh nấm trichophyton (Trichophytosis), thường được gọi là hắc lào, là một bệnh nhiễm nấm do các loài Trichophyton gây ra, biểu hiện dưới nhiều dạng lâm sàng khác nhau tùy thuộc vào vị trí nhiễm trùng và phản ứng miễn dịch của vật chủ.","1 , 3 Treatment Uncomplicated cases of trichophytosis can be treated with topical cream or lotions such as tolnaftate , miconazole , or ciclopirox for 2 to 3 weeks.","Bệnh nấm Trichophyton là gì, Nghĩa của từ Bệnh nấm Trichophyton | Từ điển Việt - Anh - Rung.vn Đang tải quảng cáo...",https://www.sciencedirect.com/topics/medicine-and-dentistry/trichophytosis,https://www.rung.vn/dict/vn_en/B%E1%BB%87nh_n%E1%BA%A5m_Trichophyton
Sotacor,thuốc điều trị viêm xoang,n," Sotacor, containing sotalol hydrochloride, is a medication with both beta-adrenergic blocking and cardiac action potential duration prolongation properties, used to treat various cardiac arrhythmias and maintain normal heart rhythm. "," Sotacor, chứa sotalol hydrochloride, là một loại thuốc có cả đặc tính chẹn beta-adrenergic và kéo dài thời gian điện thế hoạt động của tim, được sử dụng để điều trị các rối loạn nhịp tim khác nhau và duy trì nhịp tim bình thường.","Sotacor incidence of side effects are high, patients appear to tolerate long-term sotalol therapy well.","Xem tất cả ảnh Thông Xoang Nam Dược 51.000 ₫ Còn hàng Số lượng 5.2 Thuốc điều trị viêm xoang của Mỹ Aller - Flo Thuốc trị viêm xoang Aller - Flo có chứa thành phần chính là Fluticason propionat với hàm lượng 50mcg trong mỗi chai 15,8ml, được bào chế dưới dạng dung dịch xịt mũi.",https://www.medicinesfaq.com/brand/sotacor,https://trungtamthuoc.com/bai-viet/thuoc-tri-viem-xoang-tot-nhat-hien-nay
sclerous,xơ hóa,a," The sclerous transformation of the valve leaflets led to significant stenosis and regurgitation, necessitating surgical replacement. "," Sự biến đổi xơ hóa của các lá van dẫn đến hẹp và hở van đáng kể, đòi hỏi phải thay thế bằng phẫu thuật.","SCLEROUS Definition & Meaning - Merriam-Webster ✨📕 The NEW Collegiate Dictionary, 12th Edition Over 5,000 words added — Learn More!","Xơ hóa | MyPathologyReport Bệnh lý cho bệnh nhân English French Spanish Chinese Chinese Arabic German Dutch Italian Portuguese Russian Japanese Bengali Bulgarian Croatian Czech Danish Estonian Filipino Finnish Greek Hebrew Hindi Hungarian Icelandic Indonesian Irish Korean Latvian Norwegian Persian Polish Punjabi Romanian Serbian Sesotho Sinhala Slovak Slovenian Swedish Tamil Thai Turkish Ukrainian Urdu Vietnamese Vietnamese phong bì Instagram twitter linkedin Xơ hóa Xơ hóa là quá trình cơ thể hình thành quá nhiều mô liên kết dạng sợi, thường được gọi là mô sẹo, trong một cơ quan hoặc mô.",https://www.merriam-webster.com/dictionary/sclerous,https://www.mypathologyreport.ca/vi/pathology-dictionary/fibrosis/
aeremia,nghẽn mạch khí,n,"Accidental injection of air into a blood vessel can cause aeremia, leading to potentially fatal air embolism.","Việc vô tình tiêm không khí vào mạch máu có thể gây ra nghẽn mạch khí (aeremia), dẫn đến tắc mạch khí có khả năng gây tử vong.",Aeremia - Pharmacy Dictionary Skip to content Online Pharmacy Dictionary A B C D E F G H I J K L M N O P Q R S T U V W X Y Z -ane -ase -asis -cyte -ene -esis -iasis -ine -ism -itis -Megaly -oid -ol -oma -ose -osis -Path -Pathy -phage -philia -phlebo- -phlebotomy -Pneumo- -Pod- -Poiesis -rhea -rrhage -rrhagia -rrhea -Sol -Stomy -uria 8-hydrocy quinoline A Priori A- a-Ketoglutarate a-Ketoglutaric acid a.,"Tag Nghẽn mạch khí Tag: ""Nghẽn mạch khí"" Thông tin Y khoa: Nghẽn mạch khí Sự tắc nghẽn của một mạch máu do các bọt khí có trong máu.",https://pharmacydictionary.in/dictionary/aeremia/,https://ykhoangaynay.com/Ngh%E1%BA%BDn+m%E1%BA%A1ch+kh%C3%AD-tag/
spiracle,khe mang,n," The tela subserosa pleurae visceralis is a thin layer of connective tissue that lies deep to the visceral pleura, connecting it to the lung parenchyma and containing lymphatic vessels. ","	Lớp đệm thanh mạc lá tạng màng phổi là một lớp mỏng mô liên kết nằm sâu dưới lá tạng màng phổi, nối nó với nhu mô phổi và chứa các mạch bạch huyết.","SHOP Shop by Categories Airway Management Pulmonary Resusitation Oxygen Administration Portable Kits Mass Casualty Shop by Industry Military EMS Diving Emergency ABOUT US CONTACT Log in Welcome To Spiracle 10% off your first order Inspiration For Life™ your trusted source for life-saving emergency oxygen solutions Inspiration For Life™ your trusted source for life-saving emergency oxygen solutions ABOUT US Since 1995, Spiracle’s reputation is based upon our ability to create ultimate patient outcomes by providing premium grade Emergency Medical Products that are innovative, reliable, dependable, durable, and uncomplicated to use.","Thực chất, nang khe mang chính là một dị tật bẩm sinh, có thể gây ra những triệu chứng rõ ràng hoặc thậm chí là không rõ ràng cho người bệnh đến khi lớn lên.",https://spiracle.com/,https://nhathuoclongchau.com.vn/bai-viet/nang-khe-mang-la-gi-phan-loai-nang-khe-mang.html
endosperm,phôi nhũ,n, Cereal grains are a major source of endosperm in the human diet. , Các loại ngũ cốc là một nguồn cung cấp phôi nhũ chính trong chế độ ăn của con người.,PENDING,PENDING,PENDING,PENDING
taurocholemia,acid taurocholic huyết,,"  Taurocholemia refers to the presence of taurocholic acid, a bile acid, in the blood.  ","  Acid taurocholic huyết đề cập đến sự hiện diện của axit taurocholic, một loại axit mật, trong máu.",taurocholemia en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary taurocholemia taurocholemia tau · ro · cho · le · mia [ taurocholic acid + - emia ] the presence of cholyltaurine in the blood .,UNOBSERVED,https://medicine.en-academic.com/166597/taurocholemia,
hypermetrope,viễn thị,n, A hypermetrope has difficulty seeing near objects clearly because light focuses behind the retina. , Người bị viễn thị gặp khó khăn khi nhìn rõ các vật ở gần vì ánh sáng hội tụ phía sau võng mạc.,"Hypermetrope | Ultimate Lexicon Hypermetrope Explore the term 'hypermetrope,' its etymology, medical significance, synonyms, and related terms.","Viễn thị: Nguyên nhân, triệu chứng, chẩn đoán và điều trị | Vinmec Trang chủ Bệnh Viễn thị: Nguyên nhân, triệu chứng, chẩn đoán và điều trị Viễn thị: Nguyên nhân, triệu chứng, chẩn đoán và điều trị Tổng quan Nguyên nhân Triệu chứng Đối tượng nguy cơ Phòng ngừa Biện pháp chẩn đoán Biện pháp điều trị Tổng quan bệnh Viễn thị Viễn thị là gì?",https://ultimatelexicon.com/definitions/h/hypermetrope/,https://www.vinmec.com/vie/benh/vien-thi-3049
buttock,mông,n,  An intramuscular injection is often given in the buttock muscle.  ,  Tiêm bắp thường được tiêm vào cơ mông.,"15 Other Causes Some other conditions can also lead to pain in the buttocks, including: 16 Pilonidal cyst : A cyst that grows on the tailbone just above the buttocks Muscle strain : Sharp pain felt in the gluteal muscles Degenerative disc disease : The breakdown of spinal discs that often causes lower back pain that radiates to the buttocks Ischiofemoral impingement: An uncommon source of hip and buttocks pain resulting from the soft tissue between the hip bones being pinched How Buttock Pain Manifests The wide variation of causes means that buttock pain is very different depending on the underlying problem While the type, severity, and location of pain can vary from person to person, common symptoms relate to the following conditions: Stiffness and a dull ache may be related to arthritis.","Mông đồng - Wikipedia , the Mông đồng is a class of near-shore warship and riverine boat that played a dominant role in medieval Vietnamese naval forces for over a thousand years.",https://www.verywellhealth.com/buttock-pain-6456216,https://en.wikipedia.org/wiki/M%C3%B4ng_%C4%91%E1%BB%93ng
cephalomotor,chuyển động đầu,a, The cephalomotor nerves control the movements of the head. , Các dây thần kinh chuyển động đầu kiểm soát các cử động của đầu.,"In the other case, the VOR is not turned off, and hence the head oscillations are not adaptive but presumably a manifestation of an abnormality in the cephalomotor system.",Chuyển động đầu tưởng đơn giản nhưng nếu chúng ta chú ý đến tiểu tiết nhỏ thì thi triển được đẹp và an toàn hơn.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4734901/,https://www.facebook.com/watch/?v=999757058964042
nubecula,màng khói,n,  A nubecula in the cornea can impair vision.  ,  Một màng khói trong giác mạc có thể làm suy giảm thị lực.,"NUBECULA Definition & Meaning - Merriam-Webster ✨📕 The NEW Collegiate Dictionary, 12th Edition Over 5,000 words added — Learn More!","màng khói - Vietnamese definition, grammar, pronunciation, synonyms and examples | Glosbe màng khói in Vietnamese dictionary màng khói Sample sentences with "" màng khói "" Match words Available translations French",https://www.merriam-webster.com/dictionary/nubecula,https://glosbe.com/vi/vi/m%C3%A0ng%20kh%C3%B3i
recessus duodenojejunalis,hốc tá tràng - hỗng tràng,n,"  The recessus duodenojejunalis, also known as the paraduodenal fossa, is located near the junction of the duodenum and jejunum and is an important anatomical landmark due to its potential involvement in internal hernias. ","  Hốc tá tràng - hỗng tràng, còn được gọi là hố cạnh tá tràng, nằm gần chỗ nối của tá tràng và hỗng tràng và là một mốc giải phẫu quan trọng do khả năng liên quan đến thoát vị nội.",recessus duodenalis superior en-academic.com EN RU DE ES FR Remember this site Embed dictionaries into your website Academic Dictionaries and s Medical dictionary Interpretations Medical dictionary recessus duodenalis superior recessus duodenalis superior [ TA ] recessus duodenojejunalis superior duodenal recess: a peritoneal pocket behind the superior duodenal fold .,UNOBSERVED,https://medicine.en-academic.com/156429/recessus_duodenalis_superior,
